name,КСР код,КСР наименование,ref_unit
"Лист горячекатаный 10x1500x6000, марка Ст3 (3 шт).Срок поставки 4-6 недель",24.10.31.000.08.3.05.02-0001-002,"Прокат листовой горячекатаный, марки стали Ст3сп, Ст3пс, ширина 1200-3000 мм, толщина 10 мм",т
Лист горячекатанный10ГОСТ 27772-2015ГОСТ 19903-2015С255-4,24.10.31.000.08.3.05.02-0001-002,"Прокат листовой горячекатаный, марки стали Ст3сп, Ст3пс, ширина 1200-3000 мм, толщина 10 мм",т
"Лист горячекатаный 10x1500x6000, марка СтЗ 2 шт . Срок поставки 4-6 недель",24.10.31.000.08.3.05.02-0001-002,"Прокат листовой горячекатаный, марки стали Ст3сп, Ст3пс, ширина 1200-3000 мм, толщина 10 мм",т
10 mm Лист горячекатанный ГОСТ 27772-2015 С255-4 ГОСТ 19903-2015,24.10.31.000.08.3.05.02-0001-002,"Прокат листовой горячекатаный, марки стали Ст3сп, Ст3пс, ширина 1200-3000 мм, толщина 10 мм",т
"Лист горячекатаный 16x1500x6000, марка СтЗ 1шт . Срок поставки 4-6 недель",24.10.31.000.08.3.05.02-0102-003,"Прокат листовой горячекатаный, марки стали Ст3сп, Ст3пс, ширина 1200-3000 мм, толщина 16 мм",т
16 mm Лист горячекатанный ГОСТ 27772-2015 С255-4 ГОСТ 19903-2015,24.10.31.000.08.3.05.02-0102-003,"Прокат листовой горячекатаный, марки стали Ст3сп, Ст3пс, ширина 1200-3000 мм, толщина 16 мм",т
"Лист горячекатаный 12x1500x6000, марка Ст3 (1 шт).Срок поставки 4-6 недель",24.10.31.000.08.3.05.02-0001-000,"Прокат листовой горячекатаный, марки стали Ст3сп, Ст3пс, ширина 1200-3000 мм, толщина 9-12 мм",т
Лист горячекатанный12ГОСТ 27772-2015ГОСТ 19903-2015С255-4,24.10.31.000.08.3.05.02-0001-000,"Прокат листовой горячекатаный, марки стали Ст3сп, Ст3пс, ширина 1200-3000 мм, толщина 9-12 мм",т
Профиль маячковый 10 мм L3м,25.11.23.119.07.2.06.03-0102-000,"Профиль стальной оцинкованный маячковый, высота 10 мм, длина 3000 мм, толщина стали 0,6 мм",шт
"Профиль маячковый Knauf 10 мм 3 м 0,60 мм оцинкованный",25.11.23.119.07.2.06.03-0102-000,"Профиль стальной оцинкованный маячковый, высота 10 мм, длина 3000 мм, толщина стали 0,6 мм",шт
"Профиль маячковый Knauf 10 мм 3 м 0,60 мм оцинкованный",25.11.23.119.07.2.06.03-0102-000,"Профиль стальной оцинкованный маячковый, высота 10 мм, длина 3000 мм, толщина стали 0,6 мм",шт
"Профиль маячковый Knauf 10 мм 3 м 0,60 мм оцинкованный или аналог",25.11.23.119.07.2.06.03-0102-000,"Профиль стальной оцинкованный маячковый, высота 10 мм, длина 3000 мм, толщина стали 0,6 мм",шт
"Профиль маячковый 10мм Зм (0,4мм)",25.11.23.119.07.2.06.03-0091-000,"Профиль стальной оцинкованный маячковый, высота 6 мм, длина 3000 мм, толщина стали 0,4 мм",м
"Профиль маячковый Knauf 10 мм 3 м 0,60 мм оцинкованный или аналог",25.11.23.119.07.2.06.03-0091-000,"Профиль стальной оцинкованный маячковый, высота 6 мм, длина 3000 мм, толщина стали 0,4 мм",м
506000380 Профиль маячковый 10мм Зм КНАУФ,25.11.23.119.07.2.06.03-0081-000,"Профиль стальной оцинкованный маячковый, высота 6 мм, длина 3000 мм, толщина стали 0,6 мм",м
"Профиль маячковый Knauf 10 мм 3 м 0,60 мм оцинкованный",25.11.23.119.07.2.06.03-0081-000,"Профиль стальной оцинкованный маячковый, высота 6 мм, длина 3000 мм, толщина стали 0,6 мм",м
506000488 Уголок оцинкованный перфорированный 31x31x3000мм КНАУФ,25.11.23.119.07.2.06.04-0141-000,"Профиль стальной оцинкованный перфорированный для защиты углов, размеры 31х231 мм, толщина 0,4 мм",м
"рофиль углозащитный оцинкованный 31х31 мм 3 м 0,5 мм сетчатый",25.11.23.119.07.2.06.04-0141-000,"Профиль стальной оцинкованный перфорированный для защиты углов, размеры 31х231 мм, толщина 0,4 мм",м
"Профиль стоечный Perfolux ПС50 т.0,6мм 50x50x3000мм",25.11.23.119.07.2.06.03-0195-000,"Профиль стальной оцинкованный стоечный, размеры 50х50 мм, толщина 0,6 мм",м
профиль ПС 50x50,25.11.23.119.07.2.06.03-0195-000,"Профиль стальной оцинкованный стоечный, размеры 50х50 мм, толщина 0,6 мм",м
"Профиль стоечный КНАУФ 50х50х3000 мм 0,6 мм",25.11.23.119.07.2.06.03-0195-000,"Профиль стальной оцинкованный стоечный, размеры 50х50 мм, толщина 0,6 мм",м
КНАУФ-профиль ПС 50/50,25.11.23.119.07.2.06.03-0195-000,"Профиль стальной оцинкованный стоечный, размеры 50х50 мм, толщина 0,6 мм",м
Профиль углозащитный оцинкованный сетчатый 35x35мм Зм,25.11.23.119.07.2.06.03-0230-000,"Профиль стальной оцинкованный угловой сетчатый, размеры 35х35 мм, толщина 0,4 мм",м
"рофиль углозащитный оцинкованный 31х31 мм 3 м 0,5 мм сетчатый",25.11.23.119.07.2.06.03-0230-000,"Профиль стальной оцинкованный угловой сетчатый, размеры 35х35 мм, толщина 0,4 мм",м
"Профиль углозащитный оцинкованный 31x31 мм 3 м 0,5 мм сетчатый",25.11.23.119.07.2.06.03-0229-000,"Профиль стальной оцинкованный угловой, размеры 31х31 мм, толщина 0,4 мм",м
"рофиль углозащитный оцинкованный 31х31 мм 3 м 0,5 мм сетчатый или аналог",25.11.23.119.07.2.06.03-0229-000,"Профиль стальной оцинкованный угловой, размеры 31х31 мм, толщина 0,4 мм",м
